Date,SPY,QQQ,TLT,GLD,HYG,IWM
2015-12-24,174.83680725097656,104.8544692993164,93.35742950439453,103.05000305175781,47.69090270996094,100.9172592163086
2015-12-28,174.4373016357422,104.79857635498047,93.63322448730469,102.2699966430664,47.40650939941406,100.45014190673828
2015-12-29,176.29885864257812,106.44695281982422,92.0776596069336,102.19999694824219,47.67904281616211,101.5342025756836
2015-12-30,175.0492706298828,105.48773956298828,91.98568725585938,101.41999816894531,47.71459197998047,100.51183319091797
2015-12-31,173.29824829101562,104.17461395263672,92.39949798583984,101.45999908447266,47.744197845458984,99.26026916503906
2016-01-04,170.87562561035156,101.97674560546875,93.06620788574219,102.88999938964844,47.459815979003906,96.95986938476562
2016-01-05,171.16461181640625,101.79981231689453,92.69068908691406,103.18000030517578,47.54869842529297,97.17140197753906
2016-01-06,169.00552368164062,100.82194519042969,93.93976593017578,104.66999816894531,47.54869842529297,95.6906967163086
2016-01-07,164.95079040527344,97.6648941040039,94.10831451416016,106.1500015258789,47.24060821533203,93.13473510742188
2016-01-08,163.14022827148438,96.86396789550781,94.52983093261719,105.68000030517578,47.116172790527344,91.53063201904297
2016-01-11,163.30174255371094,97.1619644165039,93.49533081054688,104.73999786376953,47.0450439453125,91.13400268554688
2016-01-12,164.61924743652344,98.28883361816406,94.84398651123047,104.20999908447266,47.09245300292969,91.4072494506836
2016-01-13,160.5135498046875,94.89892578125,95.77884674072266,104.72000122070312,46.57106018066406,88.47222900390625
2016-01-14,163.1487274169922,96.91981506347656,94.88230895996094,103.0199966430664,46.77842712402344,89.69738006591797
2016-01-15,159.64654541015625,93.9117431640625,96.36122131347656,104.08000183105469,46.1622200012207,88.24309539794922
2016-01-19,159.85906982421875,94.11665344238281,96.06239318847656,103.9800033569336,46.00225067138672,87.05323028564453
2016-01-20,157.81044006347656,93.82793426513672,97.07394409179688,105.37000274658203,45.69413375854492,87.41458892822266
2016-01-21,158.69451904296875,93.92106628417969,96.41487884521484,105.48999786376953,46.00225067138672,87.21187591552734
2016-01-22,161.95016479492188,96.64046478271484,96.04706573486328,105.0,46.70732879638672,89.3448257446289
2016-01-25,159.50198364257812,95.20624542236328,96.56812286376953,106.08000183105469,46.24519348144531,87.36174011230469
2016-01-26,161.6781768798828,96.06304931640625,96.6141128540039,107.29000091552734,46.65993881225586,89.1068344116211
2016-01-27,159.91854858398438,93.66962432861328,96.59113311767578,107.69000244140625,46.58882522583008,87.88172149658203
2016-01-28,160.7516326904297,94.99205780029297,96.72908020019531,106.54000091552734,46.825843811035156,87.86412048339844
2016-01-29,164.67031860351562,96.97569274902344,97.54900360107422,106.94999694824219,46.97990798950195,90.74620056152344
2016-02-01,164.61083984375,97.23648834228516,97.25028991699219,108.05000305175781,46.70061492919922,90.33194732666016
2016-02-02,161.6441650390625,95.13175201416016,99.05455017089844,108.08999633789062,46.367164611816406,88.3841323852539
2016-02-03,162.61318969726562,94.67542266845703,98.23304748535156,109.25,46.59343719482422,88.49871063232422
2016-02-04,162.86819458007812,94.66609191894531,98.70905303955078,110.56999969482422,46.444557189941406,88.84244537353516
2016-02-05,159.7655487060547,91.37863159179688,98.82422637939453,112.31999969482422,46.0872802734375,86.40984344482422
2016-02-08,157.6149139404297,89.9817123413086,100.95083618164062,113.83000183105469,45.55136489868164,84.99082946777344
2016-02-09,157.62339782714844,89.70230102539062,101.05834197998047,113.58000183105469,45.37873840332031,84.41793823242188
2016-02-10,157.48745727539062,90.04688262939453,101.9489517211914,114.45999908447266,45.313232421875,84.4620132446289
2016-02-11,155.43882751464844,89.91650390625,102.66294860839844,119.05999755859375,45.00956726074219,83.54536437988281
2016-02-12,158.64349365234375,91.28549194335938,100.95854187011719,118.36000061035156,45.68240737915039,85.1318588256836
2016-02-16,161.3211212158203,93.34366607666016,99.891357421875,114.7699966430664,45.724098205566406,87.15020751953125
2016-02-17,163.95620727539062,95.45768737792969,99.2771987915039,115.4800033569336,46.09922409057617,88.51631927490234
2016-02-18,163.2847442626953,94.36809539794922,100.49787139892578,118.29000091552734,46.14091110229492,88.0932846069336
2016-02-19,163.20819091796875,94.64746856689453,100.58235168457031,117.58000183105469,46.230224609375,88.53396606445312
2016-02-22,165.57138061523438,96.18413543701172,100.52865600585938,115.48999786376953,46.629154205322266,89.5210952758789
2016-02-23,163.4802703857422,94.60089111328125,100.93550872802734,117.22000122070312,46.53390884399414,88.701416015625
2016-02-24,164.228271484375,95.50428771972656,100.73588562011719,117.61000061035156,46.61132049560547,89.55632781982422
2016-02-25,166.2174072265625,96.44485473632812,101.0967025756836,117.91999816894531,46.861385345458984,90.37602996826172
2016-02-26,165.83486938476562,96.32379913330078,100.1217269897461,117.11000061035156,47.176963806152344,90.94892883300781
2016-02-29,164.53428649902344,95.45768737792969,100.55933380126953,118.63999938964844,47.68312072753906,90.54350280761719
2016-03-01,168.40199279785156,98.52165985107422,98.78862762451172,117.7699966430664,48.43669891357422,92.49134063720703
2016-03-02,169.15850830078125,98.55890655517578,99.1963119506836,118.68000030517578,48.10749435424805,93.4432144165039
2016-03-03,169.82156372070312,98.37265014648438,99.55780029296875,120.7300033569336,48.26909255981445,94.42151641845703
2016-03-04,170.37408447265625,98.40990447998047,98.91939544677734,120.54000091552734,48.406768798828125,94.94155883789062
2016-03-07,170.5100860595703,97.80457305908203,98.88859558105469,121.13999938964844,48.46662139892578,95.97276306152344
2016-03-08,168.6484832763672,96.99433898925781,99.98087310791016,120.58000183105469,48.12545394897461,93.65471649169922
2016-03-09,169.48155212402344,97.61829376220703,99.3731918334961,119.58000183105469,48.24518966674805,94.13066101074219
2016-03-10,169.6175537109375,97.46929931640625,98.96553039550781,121.5,48.58037567138672,93.36386108398438
2016-03-11,172.3546600341797,99.1735610961914,97.965576171875,119.41000366210938,49.16697692871094,95.36461639404297
2016-03-14,172.13363647460938,99.34119415283203,98.27325439453125,117.87000274658203,49.02927017211914,95.11781311035156
2016-03-15,171.85311889648438,99.3039321899414,98.36556243896484,117.95999908447266,48.574363708496094,93.63711547851562
2016-03-16,172.8477020263672,100.18869018554688,98.65782928466797,120.58999633789062,48.89763259887695,94.29812622070312
2016-03-17,173.94427490234375,100.13280487060547,99.06552124023438,120.12999725341797,49.20886993408203,95.74359130859375
2016-03-18,174.6278076171875,100.28971099853516,99.27325439453125,119.80000305175781,49.32261657714844,96.60733032226562
